sourceCode,sourceName,sourceFrequency,conceptId,sourceAutoAssignedConceptIds,conceptName,domainId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:approvedBy,ADD_INFO:approvedOn,ADD_INFO:numberOfConcepts,ADD_INFO:customConcept,ADD_INFO:lastAthenaFilter
QUESTIONNAIRES_0015858222,"Histologische diagnose - 8230/3 - Adenocarcinoma solidum, NNO",1,4219923,4198862,Solid carcinoma,Observation,0,APPROVED,EQUAL,Peter,1693686740397,,,Peter,1693683993432,,pj,1693694780734,1,,solid adenocarcinoma
QUESTIONNAIRES_0015858279,"Histologische diagnose - 8253/3 - Adenocarcinoom van de long, mucineus(C34._)",3,36402982,4249533,"Adenocarcinoma in situ of lung, mucinous",Observation,0,APPROVED,EQUAL,Peter,1693687112122,,,Peter,1693683994161,,pj,1693694780734,1,,"adenocarcinoma of the lung, mucinous"
QUESTIONNAIRES_0015858294,"Histologische diagnose - 8260/3 - Papillair adenocarcinoom, NNO",5,4172953,4087144,Papillary adenocarcinoma,Observation,0,APPROVED,EQUAL,Peter,1693687132522,,,Peter,1693683994929,,pj,1693694780734,1,,papillary adenocarcinoma
QUESTIONNAIRES_0015858300,Histologische diagnose - 8261/3 - Adenocarcinoom in villeus adenoom,3,4262979,4122059,Adenocarcinoma in villous adenoma,Observation,0,APPROVED,EQUAL,Peter,1693687151066,,,Peter,1693683995938,,pj,1693694780734,1,,adenocarcinoma in villous adenoma
QUESTIONNAIRES_0015858329,"Histologische diagnose - 8272/3 - Hypofysair carcinoom, NNO (C75.1)",1,4028542,42514293,Pituitary carcinoma,Observation,0,APPROVED,EQUAL,Peter,1693687167234,,,Peter,1693683996708,,pj,1693694780734,1,,pituitary carcinoma
QUESTIONNAIRES_0015858363,"Histologische diagnose - 8310/3 - Heldercellig niercelcarcinoom, NNO",2,37116953,4087144,Clear cell papillary renal cell carcinoma,Observation,0,APPROVED,EQUAL,Peter,1693687186611,,,Peter,1693683997347,,pj,1693694780734,1,,clear cell renal cell carcinoma
QUESTIONNAIRES_0015858670,Histologische diagnose - 8480/3 - Mucineus adenocarcinoom(Uitgezonderd van de long M-8253/3),1,4247921,4249533,Mucinous adenocarcinoma,Observation,0,APPROVED,EQUAL,Peter,1693687206433,,,Peter,1693683998176,,pj,1693694780734,1,,mucinous adenocarcinoma
QUESTIONNAIRES_0015858833,"Histologische diagnose - 8550/3 - Acinair adenocarcinoom, NNO(uitgezonderd van de long M-8551/3 of de prostaat M-8140/3)",2,0,,acinar adenocarcinoma excluding lung and prostate,,0,APPROVED,EQUAL,Peter,1693687290072,,,Peter,1693687290072,,pj,1693694780734,1,true,
QUESTIONNAIRES_0015858838,Histologische diagnose - 8551/3 - Acinair adenocarcinoom van de long(C34._),9,0,,Acinar adenocarcinoma of the lung,,0,APPROVED,EQUAL,Peter,1693687358900,,,Peter,1693687358900,,pj,1693694780734,1,true,
QUESTIONNAIRES_0015859035,Histologische diagnose - 8720/2 - Melanoma in situ,1,4301009,,Melanoma in situ,Observation,0,APPROVED,EQUAL,Peter,1693687376928,,,Peter,1693687376928,,pj,1693694780734,1,,melanoma in situ
QUESTIONNAIRES_0015859942,"Histologische diagnose - 9440/3 - Glioblastoom, IDH-wild type(C71._)",1,42511591,,"Glioblastoma, IDH-mutant",Observation,0,APPROVED,EQUAL,Peter,1693687397816,,,Peter,1693687397816,,pj,1693694780734,1,,"glioblastoma, idh wild type"
QUESTIONNAIRES_0015860671,Histologische diagnose - 9962/3 - Essentiële trombocytemie,1,4028716,,Essential thrombocythemia,Observation,0,APPROVED,EQUAL,Peter,1693687416023,,,Peter,1693687416023,,pj,1693694780734,1,,essential thrombocythaemia
QUESTIONNAIRES_CS00018104,Roken - nooit,303,763692,,Never,Observation,0,APPROVED,EQUAL,Peter,1693687426640,,,Peter,1693687426640,,pj,1693694780734,1,,never
QUESTIONNAIRES_CS00018105,Roken - gestopt,578,35823888,,stopped,Observation,0,APPROVED,EQUAL,Peter,1693687434944,,,Peter,1693687434944,,pj,1693694780734,1,,stopped
QUESTIONNAIRES_CS00018107,Roken - ja,483,4188539,2718922,Yes,Meas Value,0,APPROVED,EQUAL,Peter,1693683916350,,,Peter,1693683754989,,pj,1693694780734,1,,4188539
QUESTIONNAIRES_CS00213658,Roken - ja,5,4188539,2718922,Yes,Meas Value,0,APPROVED,EQUAL,Peter,1693683925031,,,Peter,1693683755099,,pj,1693694780734,1,,4188539
QUESTIONNAIRES_CS00213659,Roken - nee,8,4188540,,No,Meas Value,0,APPROVED,EQUAL,Peter,1693683985952,,,Peter,1693683985952,,pj,1693694780734,1,,4188540
QUESTIONNAIRES_ZH00006097,cT - 1,9,4121054,,Stage 1,Observation,0,APPROVED,EQUAL,Peter,1693687456368,,,Peter,1693687456368,,pj,1693694780734,1,,stage 1
QUESTIONNAIRES_ZH00006098,cT - 1a,1,4129913,,Stage 1A,Observation,0,APPROVED,EQUAL,Peter,1693687466135,,,Peter,1693687466135,,pj,1693694780734,1,,stage 1a
QUESTIONNAIRES_ZH00006104,cT - 1b,9,4130411,2102780,Stage 1B,Observation,0,APPROVED,EQUAL,Peter,1693687510055,,,Peter,1693687487097,,pj,1693694780734,1,,stage 1b
QUESTIONNAIRES_ZH00006110,cT - 1c,59,4127607,2102781,Stage 1C,Observation,0,APPROVED,EQUAL,Peter,1693687520431,,,Peter,1693687487217,,pj,1693694780734,1,,stage 1c
QUESTIONNAIRES_ZH00006123,cT - 2,23,4106768,38001642,Stage 2,Observation,0,APPROVED,EQUAL,Peter,1693687539415,,,Peter,1693687487378,,pj,1693694780734,1,,stage 2
QUESTIONNAIRES_ZH00006124,cT - 2a,15,4127501,2106081,Stage 2A,Observation,0,APPROVED,EQUAL,Peter,1693687579086,,,Peter,1693687487500,,pj,1693694780734,1,,stage 2a
QUESTIONNAIRES_ZH00006130,cT - 2b,11,4128450,2106092,Stage 2B,Observation,0,APPROVED,EQUAL,Peter,1693687587935,,,Peter,1693687487636,,pj,1693694780734,1,,stage 2b
QUESTIONNAIRES_ZH00006132,cT - 2c,4,4127608,2106093,Stage 2C,Observation,0,APPROVED,EQUAL,Peter,1693687595016,,,Peter,1693687487757,,pj,1693694780734,1,,stage 2c
QUESTIONNAIRES_ZH00006137,cT - 3,43,4121176,38001643,Stage 3,Observation,0,APPROVED,EQUAL,Peter,1693687604462,,,Peter,1693687487935,,pj,1693694780734,1,,stage 3
QUESTIONNAIRES_ZH00006138,cT - 3a,2,4128456,4131352,Stage 3A,Observation,0,APPROVED,EQUAL,Peter,1693687612263,,,Peter,1693687488055,,pj,1693694780734,1,,stage 3a
QUESTIONNAIRES_ZH00006140,cT - 3b,1,4129914,4131353,Stage 3B,Observation,0,APPROVED,EQUAL,Peter,1693687618910,,,Peter,1693687488176,,pj,1693694780734,1,,stage 3b
QUESTIONNAIRES_ZH00006149,cT - 4,84,4123017,38001644,Stage 4,Observation,0,APPROVED,EQUAL,Peter,1693687627007,,,Peter,1693687488323,,pj,1693694780734,1,,stage 4
QUESTIONNAIRES_ZH00006150,cT - 4a,1,4129915,2109530,Stage 4A,Observation,0,APPROVED,EQUAL,Peter,1693687634992,,,Peter,1693687488446,,pj,1693694780734,1,,stage 4a
QUESTIONNAIRES_ZH00006164,cT - is,5,4123025,4023263,is,Measurement,0,APPROVED,EQUAL,Peter,1693688701653,,,Peter,1693687488571,,pj,1693694780734,1,,stage is
QUESTIONNAIRES_ZH00006169,cT - x,27,4223576,4128449,x,Meas Value,0,APPROVED,EQUAL,Peter,1693688867347,,,Peter,1693687488716,,pj,1693694780734,1,,x
QUESTIONNAIRES_ZH00006170,cN - 0,105,4121196,38001640,0,Meas Value,0,APPROVED,EQUAL,Peter,1693688909746,,,Peter,1693687488838,,pj,1693694780734,1,,0
QUESTIONNAIRES_ZH00006180,cN - 1,20,4242377,38001641,1,Meas Value,0,APPROVED,EQUAL,Peter,1693688915315,,,Peter,1693687488970,,pj,1693694780734,1,,1
QUESTIONNAIRES_ZH00006182,cN - 1a,2,4130743,2102779,1A,Meas Value,0,APPROVED,EQUAL,Peter,1693688920179,,,Peter,1693687489085,,pj,1693694780734,1,,1a
QUESTIONNAIRES_ZH00006190,cN - 2,88,4078696,38001642,2,Meas Value,0,APPROVED,EQUAL,Peter,1693688925315,,,Peter,1693687489219,,pj,1693694780734,1,,2
QUESTIONNAIRES_ZH00006192,cN - 2b,1,4131348,2106092,2b,Meas Value,0,APPROVED,EQUAL,Peter,1693688930579,,,Peter,1693687489472,,pj,1693694780734,1,,2b
QUESTIONNAIRES_ZH00006194,cN - 3,64,4196930,38001643,3,Meas Value,0,APPROVED,EQUAL,Peter,1693688935043,,,Peter,1693687489610,,pj,1693694780734,1,,3
QUESTIONNAIRES_ZH00006198,cN - x,15,4223576,4128449,x,Meas Value,0,APPROVED,EQUAL,Peter,1693688939468,,,Peter,1693687489738,,pj,1693694780734,1,,x
QUESTIONNAIRES_ZH00006199,cM - 0,117,4121196,38001640,0,Meas Value,0,APPROVED,EQUAL,Peter,1693688943914,,,Peter,1693687489849,,pj,1693694780734,1,,0
QUESTIONNAIRES_ZH00006204,cM - 1,13,4242377,38001641,1,Meas Value,0,APPROVED,EQUAL,Peter,1693688949842,,,Peter,1693687489980,,pj,1693694780734,1,,1
QUESTIONNAIRES_ZH00006205,cM - 1a,31,4130743,2102779,1A,Meas Value,0,APPROVED,EQUAL,Peter,1693688955122,,,Peter,1693687490093,,pj,1693694780734,1,,1a
QUESTIONNAIRES_ZH00006206,cM - 1b,31,4130744,2102780,1B,Meas Value,0,APPROVED,EQUAL,Peter,1693688959196,,,Peter,1693687490201,,pj,1693694780734,1,,1b
QUESTIONNAIRES_ZH00006207,cM - 1c,96,4127607,2102781,Stage 1C,Observation,0,APPROVED,EQUAL,Peter,1693688966051,,,Peter,1693687490308,,pj,1693694780734,1,,1c
QUESTIONNAIRES_ZH00006210,cM - x,6,4223576,4128449,x,Meas Value,0,APPROVED,EQUAL,Peter,1693688972188,,,Peter,1693687490434,,pj,1693694780734,1,,x
QUESTIONNAIRES_ZH00006091,"WHO-score bij diagnose - 0: asymptomatisch, normale activiteit",74,4190931,44811534,WHO performance status grade 0,Condition,0,APPROVED,EQUAL,Peter,1693689016619,,,Peter,1693687490853,,pj,1693694780734,1,,who 0
QUESTIONNAIRES_ZH00006092,"WHO-score bij diagnose - 1: symptomatisch, maar ambulant",172,4161577,4083973,WHO performance status grade 1,Condition,0,APPROVED,EQUAL,Peter,1693689032691,,,Peter,1693687491409,,pj,1693694780734,1,,who 1
QUESTIONNAIRES_ZH00006093,"WHO-score bij diagnose - 2: symptomatisch, bedlegerig <50% per dag",34,4161578,3192811,WHO performance status grade 2,Condition,0,APPROVED,EQUAL,Peter,1693689061738,,,Peter,1693687491937,,pj,1693694780734,1,,who2
QUESTIONNAIRES_ZH00006094,"WHO-score bij diagnose - 3: symptomatisch, bedlegerig >50% per dag",8,4162590,44811561,WHO performance status grade 3,Condition,0,APPROVED,EQUAL,Peter,1693689080422,,,Peter,1693687492488,,pj,1693694780734,1,,who 3
QUESTIONNAIRES_ZH00006095,"WHO-score bij diagnose - 4: aangewezen op volledige verzorging, 100%",12,4161579,35815086,WHO performance status grade 4,Condition,0,APPROVED,EQUAL,Peter,1693689088593,,,Peter,1693687493260,,pj,1693694780734,1,,who 4
QUESTIONNAIRES_ZH00002508,Primaire tumorlocalisatie - C15.5 - Onderste derde deel van slokdarm,1,4238156,4249533,Entire lower third of esophagus,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689115465,,,Peter,1693687493917,,pj,1693694780734,1,,lower third of esophagus
QUESTIONNAIRES_ZH00002563,"Primaire tumorlocalisatie - C20.9 - Rectum, NNO",3,4144541,44791189,Rectum structure,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689161464,,,Peter,1693687494575,,pj,1693694780734,1,,rectum
QUESTIONNAIRES_ZH00002659,Primaire tumorlocalisatie - C34.0 - Hilus van long,28,4014105,4015923,Structure of long bone,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689221561,,,Peter,1693687495134,,pj,1693694780734,1,,hilus of long
QUESTIONNAIRES_ZH00002661,"Primaire tumorlocalisatie - C34.1 - Bovenkwab, bronchus",23,4125206,4057120,Entire upper lobe bronchus,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689234642,,,Peter,1693687495727,,pj,1693694780734,1,,"upper lobe, bronchus"
QUESTIONNAIRES_ZH00002662,"Primaire tumorlocalisatie - C34.1 - Bovenkwab, long",90,4117609,4022382,Entire upper lobe of lung,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689251032,,,Peter,1693687496195,,pj,1693694780734,1,,"upper lobe, lung"
QUESTIONNAIRES_ZH00002664,"Primaire tumorlocalisatie - C34.2 - Middenkwab, bronchus",1,4247766,4057120,Middle lung lobe bronchus,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689263168,,,Peter,1693687496779,,pj,1693694780734,1,,"middle lobe, bronchus"
QUESTIONNAIRES_ZH00002665,"Primaire tumorlocalisatie - C34.2 - Middenkwab, long",6,4247766,4022382,Middle lung lobe bronchus,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689401222,,,Peter,1693687497239,,pj,1693694780734,1,,middle lobe long
QUESTIONNAIRES_ZH00002666,"Primaire tumorlocalisatie - C34.3 - Onderkwab, bronchus",9,4120654,4057120,Entire lower lobe bronchus,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689469702,,,Peter,1693687497815,,pj,1693694780734,1,,lower lobe bronchus
QUESTIONNAIRES_ZH00002667,"Primaire tumorlocalisatie - C34.3 - Onderkwab, long",39,4122795,4022382,Entire lower lobe of lung,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689552790,,,Peter,1693687498250,,pj,1693694783852,1,,lower lobe long
QUESTIONNAIRES_ZH00002668,Primaire tumorlocalisatie - C34.8 - Overlappende lokalisatie van long,14,258375,4249533,Overlapping malignant neoplasm of bronchus and lung,Condition,0,APPROVED,EQUAL,Peter,1693689894515,,,Peter,1693687498902,,pj,1693694783852,1,,overlapping localization in lung
QUESTIONNAIRES_ZH00002672,"Primaire tumorlocalisatie - C34.9 - Long, NNO",22,4213162,37021426,Lung structure,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689905435,,,Peter,1693687499162,,pj,1693694783852,1,,lung
QUESTIONNAIRES_ZH00003237,Primaire tumorlocalisatie - C61.9 - Prostaat,16,4110208,4116087,Entire prostate,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689918754,,,Peter,1693689185894,,pj,1693694783852,1,,prostate
QUESTIONNAIRES_ZH00003256,"Primaire tumorlocalisatie - C64.9 - Nier, NNO",1,4271678,4087144,Kidney structure,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693689934043,,,Peter,1693689186102,,pj,1693694783852,1,,kidney
QUESTIONNAIRES_ZH00003545,Primaire tumorlocalisatie - C80.9 - Primaire lokalisatie onbekend,1,4114221,4114221,Malignant tumor of unknown origin,Condition,0,APPROVED,EQUAL,Peter,1693690080080,,,Peter,1693689186877,,pj,1693694783852,1,,primary localization unknown
QUESTIONNAIRES_ZH00002392,"Primaire tumorlokalisatie - C04.9 - Mondbodem, NNO",2,4267224,4093687,Floor of mouth structure,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690099744,,,Peter,1693689187251,,pj,1693694783852,1,,mouth floor
QUESTIONNAIRES_ZH00002505,Primaire tumorlokalisatie - C15.4 - Middelste derde deel van oesofagus,1,4077602,4077602,Structure of middle third of esophagus,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690110384,,,Peter,1693689188047,,pj,1693694783852,1,,middle third of esop austrous
QUESTIONNAIRES_ZH00002538,Primaire tumorlokalisatie - C18.0 - Caecum,1,4139602,443391,Cecum structure,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690120363,,,Peter,1693689188309,,pj,1693694783852,1,,caecum
QUESTIONNAIRES_ZH00002553,"Primaire tumorlokalisatie - C18.7 - Sigmoïd, NNO",3,4244588,,Sigmoid colon structure,Spec Anatomic Site,0,APPROVED,EQUAL,peter,1693692177992,,,peter,1693692177992,,pj,1693694783852,1,,sigmoïd
QUESTIONNAIRES_ZH00002560,"Primaire tumorlokalisatie - C19.9 - Rectosigmoïd, NNO",1,4236930,35934042,Entire rectosigmoid,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690136464,,,Peter,1693690123718,,pj,1693694783852,1,,rectosigmoid
QUESTIONNAIRES_ZH00002572,Primaire tumorlokalisatie - C22.0 - Lever,1,4009105,,Liver structure,Spec Anatomic Site,0,APPROVED,EQUAL,peter,1693692185455,,,peter,1693692185455,,pj,1693694783852,1,,liver
QUESTIONNAIRES_ZH00002660,Primaire tumorlokalisatie - C34.0 - Hoofdbronchus,3,4081968,4154855,Entire main bronchus,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690176610,,,Peter,1693690124090,,pj,1693694783852,1,,main bronchus
QUESTIONNAIRES_ZH00002662,"Primaire tumorlokalisatie - C34.1 - Bovenkwab, long",90,4167002,,Structure of upper lobe of lung,Spec Anatomic Site,0,APPROVED,EQUAL,peter,1693692228086,,,peter,1693692228086,,pj,1693694783852,1,,upper lobe long
QUESTIONNAIRES_ZH00002668,Primaire tumorlokalisatie - C34.8 - Overlappende lokalisatie van long,11,44498186,,Overlapping lesion of lung,Spec Anatomic Site,0,APPROVED,EQUAL,peter,1693692310863,,,peter,1693692310863,,pj,1693694783852,1,,Primaire tumorlokalisatie - C34.8 - Overlappende lokalisatie van long
QUESTIONNAIRES_ZH00002672,"Primaire tumorlokalisatie - C34.9 - Long, NNO",18,4087144,4087144,Swelling - edema - symptom,Condition,0,SEMI-APPROVED,EQUAL,pj,1693694783852,,,pj,1693694783605,,,,,,"Primaire tumorlokalisatie - C34.9 - Long, NNO"
QUESTIONNAIRES_ZH00002798,Primaire tumorlokalisatie - C42.1 - Beenmerg,1,4029619,4028623,Bone marrow structure,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690206039,,,Peter,1693690124477,,pj,1693694783852,1,,bone marrow
QUESTIONNAIRES_ZH00002821,Primaire tumorlokalisatie - C44.2 - Helix,1,4311274,4030235,Helix structure,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690223150,,,Peter,1693690124754,,pj,1693694783852,1,,helix
QUESTIONNAIRES_ZH00002826,Primaire tumorlokalisatie - C44.2 - Oorschelp,1,4152854,4087144,Fossa of auricle,Spec Anatomic Site,0,APPROVED,EQUAL,Peter,1693690256199,,,Peter,1693690125211,,pj,1693694783852,1,,auricle
