sourceCode,sourceName,sourceFrequency,conceptId,sourceAutoAssignedConceptIds,conceptName,domainId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:approvedBy,ADD_INFO:approvedOn,ADD_INFO:numberOfConcepts,ADD_INFO:customConcept,ADD_INFO:lastAthenaFilter
MEDICATION_H_02470497,L01EX09: VARGATEF CAPSULE 100MG,7,45775397,793944,nintedanib 100 MG,,0,APPROVED,EQUAL,pj,1693748807065,,,pj,1693748685270,,peter,1693748866392,1,,nintedanib
MEDICATION_P_B9003964,L01FF03: ST LATIFY DURVALUMAB FLAC 500 MG/10ML,7,1594046,,10 ML durvalumab 50 MG/ML Injection,,0,APPROVED,EQUAL,pj,1693747487981,,,pj,1693747487981,,peter,1693748866392,1,,durvalumab flac 500 mg/10ml
MEDICATION_P_B9003364,L01CD02: ST SAPPHIRE DOCETAXEL 80 MG/4 ML,6,1718763,,4 ML docetaxel 20 MG/ML Injection,,0,APPROVED,EQUAL,pj,1693747500949,,,pj,1693747500949,,peter,1693748866392,1,,docetaxel 80 mg/4 ml
MEDICATION_P_B9003042,L01FF05: ST GO41767 ATEZOLIZUMAB 1200 mg/20 ml,6,42629082,,20 ML atezolizumab 60 MG/ML Injection,,0,APPROVED,EQUAL,pj,1693747514381,,,pj,1693747514381,,peter,1693748866392,1,,atezolizumab 1200 mg/20 ml
MEDICATION_CS00187740,L01EB02: ERLOTINIB TABLET 150MG,6,19122519,,erlotinib 150 MG Oral Tablet,,0,APPROVED,EQUAL,pj,1693747524965,,,pj,1693747524965,,peter,1693748866392,1,,erlotinib tablet 150mg
MEDICATION_CS00189104,L01BC05: GEMCITABINE INFOPL CONC 100MG/ML FL 20ML,5,963846,,gemcitabine 100 MG/ML,,0,APPROVED,EQUAL,pj,1693747540245,,,pj,1693747540245,,peter,1693748866392,1,,gemcitabine  conc 100mg/ml fl 20ml
MEDICATION_P_B9000677,L01BA04: ST ALIMTA CA209-9LA  500MG,4,35604785,,pemetrexed 500 MG Injection [Alimta],,0,APPROVED,EQUAL,pj,1693748598778,,,pj,1693748598778,,peter,1693748866392,1,,L01BA04: ST ALIMTA CA209-9LA  500MG
MEDICATION_P_B9000719,L01XA01: ST CISPLATIN CA209-9LA INJ 100MG/100ML,4,19082971,,cisplatin 1 MG/ML,,0,APPROVED,EQUAL,pj,1693748613057,,,pj,1693748613057,,peter,1693748866392,1,,cisplatin ca209-9la inj 100mg/100ml
MEDICATION_P_B9000762,L01FF05: ST ATEZOLIZUMAB GO29438 FLAC 1200 MG/20 ML,4,42629082,,20 ML atezolizumab 60 MG/ML Injection,,0,APPROVED,EQUAL,pj,1693748624683,,,pj,1693748624683,,peter,1693748866392,1,,atezolizumab go29438 flac 1200 mg/20 ml
MEDICATION_CS00187578,L01FG01: BEVACIZUMAB INFOPL CONC 25MG/ML FL 16ML,4,19108593,,bevacizumab 25 MG/ML,,0,APPROVED,EQUAL,pj,1693748637971,,,pj,1693748637971,,peter,1693748866392,1,,bevacizumab infopl conc 25mg/ml fl 16ml
MEDICATION_P_B9002055,L01CD02: ST CANOPY-2 TAXOTERE 80 MG,2,1718764,,4 ML docetaxel 20 MG/ML Injection [Taxotere],,0,APPROVED,EQUAL,pj,1693748667019,,,pj,1693748667019,,peter,1693748866392,1,,"l01cd02: st canopy-2 ""taxotere"" 80 mg"
MEDICATION_P_B9002018,L01Y: ST CANOPY-2 CANAKINUMAB 150MG/ML,2,1593210,40161669,canakinumab 150 MG/ML,,0,APPROVED,EQUAL,pj,1693748694674,,,pj,1693748687262,,peter,1693748869177,1,,canakinumab 150mg/ml
MEDICATION_P_B9002052,L01Y: ST CANOPY-2 CANAKINUMAB 50MG/0.5ML,2,46275659,40161669,canakinumab Injection,,0,APPROVED,EQUAL,pj,1693748710748,,,pj,1693748688003,,peter,1693748869177,1,,canakinumab 50mg/0.5ml
MEDICATION_CS00187035,L01XA02: CARBOPLATINE INFOPL CONC 10MG/ML FL 60ML,1,19095938,,carboplatin 10 MG/ML,,0,APPROVED,EQUAL,pj,1693748732058,,,pj,1693748732058,,peter,1693748869177,1,,"""carboplatin"" infopl conc 10mg/ml fl 60ml"
MEDICATION_P_00107131,L01EC02: DABRAFENIB CAPSULE 75MG,1,43532305,,dabrafenib 75 MG Oral Capsule,,0,APPROVED,EQUAL,pj,1693748742409,,,pj,1693748742409,,peter,1693748869177,1,,dabrafenib capsule 75mg
MEDICATION_H_02471566,L01EX09: VARGATEF CAPSULE 150MG,1,45775404,,nintedanib 150 MG,,0,APPROVED,EQUAL,pj,1693748780656,,,pj,1693748780656,,peter,1693748869177,1,,nintedanib
MEDICATION_P_B9000962_0022030413,Y: STUDIE GENEESMIDDEL 1 Sotorasib,1,1536963,,sotorasib,,0,APPROVED,EQUAL,pj,1693748789705,,,pj,1693748789705,,peter,1693748869177,1,,sotorasib
