sourceCode,sourceName,sourceFrequency,conceptId,sourceAutoAssignedConceptIds,conceptName,domainId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:approvedBy,ADD_INFO:approvedOn,ADD_INFO:numberOfConcepts,ADD_INFO:customConcept,ADD_INFO:lastAthenaFilter
DIAGNOSIS_10_D_Z85828,Personal history of other malignant neoplasm of skin,24,0,4323775,Personal history of other malignant neoplasm of skin,,0,,EQUIVALENT,Peter,1693435299718,,,Peter,1693426214067,,,,1,true,Personal history of other malignant neoplasm of skin
DIAGNOSIS_10_D_C7A1,Malignant poorly differentiated neuroendocrine tumors,23,37018672,37018672,Malignant poorly differentiated neuroendocrine carcinoma,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693429695281,,,,,,Malignant poorly differentiated neuroendocrine tumors
DIAGNOSIS_10_D_I110,Hypertensive heart disease with heart failure,22,314378,314378,Hypertensive heart disease with congestive heart failure,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693429402864,,,,,,Hypertensive heart disease with heart failure
DIAGNOSIS_CLDT0000040223,Invasive adenocarcinoma of lung (disorder),22,4112738,4112738,Adenocarcinoma of lung,Condition,0,APPROVED,EQUAL,Peter,1693429781252,,,Peter,1693426084971,,,,1,,Invasive adenocarcinoma of lung (disorder)
DIAGNOSIS_9_D_49120,OBSTRUCTIEVE CHRONISCHE BRONCHITIS ZONDER EXACERBATIE,21,255573,4204998,Chronic obstructive lung disease,,0,APPROVED,EQUAL,Peter,1693438975575,,,Peter,1693429696841,,,,1,,"""copd"""
DIAGNOSIS_10_D_Z8551,Personal history of malignant neoplasm of bladder,21,0,4329788,Personal history of malignant neoplasm of bladder,,0,,EQUIVALENT,Peter,1693429781253,,,Peter,1693427060201,,,,1,true,Personal history of malignant neoplasm of bladder
DIAGNOSIS_10_D_E1165,Type 2 diabetes mellitus with hyperglycemia,20,37016349,37016349,Hyperglycemia due to type 2 diabetes mellitus,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693429697908,,,,,,Type 2 diabetes mellitus with hyperglycemia
DIAGNOSIS_CLDT0000002655,niet-insuline-afhankelijke diabetes mellitus type 2 zonder complicaties,20,201826,201826,Type 2 diabetes mellitus,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693429699132,,,,,,niet-insuline-afhankelijke diabetes mellitus type 2 zonder complicaties
DIAGNOSIS_10_D_D631,Anemia in chronic kidney disease,19,45768812,,Anemia in chronic kidney disease,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693428826192,,,,1,,Essential hypertension (disorder)
DIAGNOSIS_10_D_N182,"Chronic kidney disease, stage 2 (mild)",19,443601,36210709,Chronic kidney disease stage 2,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693428824592,,,,1,,End stage renal disease
DIAGNOSIS_CLDT0000005097,essentiële hypertensie,18,320128,320128,Essential hypertension,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693429413245,,,,1,,essentiële hypertensie
DIAGNOSIS_CLDT0000005097,Essential hypertension (disorder),18,312648,312648,Benign essential hypertension,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693428826429,,,,5,,Essential hypertension (disorder)
DIAGNOSIS_CLDT0000005097,primaire hypertensie,18,37208890,37208890,Primary ocular hypertension,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693428826937,,,,5,,primaire hypertensie
DIAGNOSIS_CLDT0000005097,arteriële hypertensie,18,4013643,4013643,Pulmonary arterial hypertension,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693428827556,,,,5,,arteriële hypertensie
DIAGNOSIS_CLDT0000005097,AHT,18,,,,,,,,,,,,,,,,,5,,
DIAGNOSIS_CLDT0000050362,kleincellig longcarcinoom,18,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000050362,Small cell carcinoma of lung (disorder),18,4110591,4110591,Small cell carcinoma of lung,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426086736,,,,,,Small cell carcinoma of lung (disorder)
DIAGNOSIS_CLDT0000050362,SCLC,18,,4110591,Small cell carcinoma of lung,,0,,EQUIVALENT,Peter,1693428828360,,,Peter,1693428828360,,,,,,SCLC
DIAGNOSIS_10_D_Z8501,Personal history of malignant neoplasm of esophagus,17,0,4311880,Personal history of malignant neoplasm of esophagus,,0,,EQUIVALENT,Peter,1693428401555,,,Peter,1693426217626,,,,1,true,Personal history of malignant neoplasm of esophagus
DIAGNOSIS_CLDT0000005783,COPD,17,,45877605,COPD,,0,,EQUIVALENT,Peter,1693428828661,,,Peter,1693428828661,,,,,,COPD
DIAGNOSIS_CLDT0000005783,chronic obstructive pulmonary disease,17,36308250,4064928,Chronic obstructive pulmonary disease,,0,APPROVED,EQUIVALENT,Peter,1693436769014,,,Peter,1693428829614,,,,1,,chronic obstructive pulmonary disease
DIAGNOSIS_CLDT0000005783,chronische obstructieve longaandoening [COPD],17,,45877605,COPD,,0,,EQUIVALENT,Peter,1693428830385,,,Peter,1693428830385,,,,,,chronische obstructieve longaandoening [COPD]
DIAGNOSIS_CLDT0000005783,Chronic obstructive lung disease (disorder),17,255573,255573,Chronic obstructive lung disease,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426088825,,,,,,Chronic obstructive lung disease (disorder)
DIAGNOSIS_10_D_I420,Dilated cardiomyopathy,16,4163710,4163710,Dilated cardiomyopathy,,0,APPROVED,EQUIVALENT,Peter,1693436511988,,,Peter,1693428831027,,,,,,Dilated cardiomyopathy
DIAGNOSIS_10_D_N186,End stage renal disease,16,,762973,Hypertensive end stage renal disease,,0,,EQUIVALENT,Peter,1693428831967,,,Peter,1693428831967,,,,,,End stage renal disease
DIAGNOSIS_10_D_Z992,Dependence on renal dialysis,16,,4019967,Dependence on renal dialysis,,0,,EQUIVALENT,Peter,1693428832622,,,Peter,1693428832622,,,,,,Dependence on renal dialysis
DIAGNOSIS_10_D_C187,Malignant neoplasm of sigmoid colon,15,436635,436635,Primary malignant neoplasm of sigmoid colon,Condition,0,APPROVED,EQUAL,Peter,1693427075925,,,Peter,1693426219116,,,,,,Malignant neoplasm of sigmoid colon
DIAGNOSIS_10_D_I130,Hyp hrt and chr kdny dis w hrt fail and stg 1-4/unsp chr kdny,15,,45142072,HRT CREAM,,0,,EQUIVALENT,Peter,1693428833159,,,Peter,1693428833159,,,,,,Hyp hrt and chr kdny dis w hrt fail and stg 1-4/unsp chr kdny
DIAGNOSIS_10_D_I671,"Cerebral aneurysm, nonruptured",15,,4224511,"Application of clamp to cerebral aneurysm, Crutchfield or Silverstone",,0,,EQUIVALENT,Peter,1693428833936,,,Peter,1693428833936,,,,,,"Cerebral aneurysm, nonruptured"
DIAGNOSIS_10_D_I714,"Abdominal aortic aneurysm, without rupture",15,,321314,Abdominal aortic aneurysm without rupture,,0,,EQUIVALENT,Peter,1693428834998,,,Peter,1693428834998,,,,,,"Abdominal aortic aneurysm, without rupture"
DIAGNOSIS_10_D_J702,Acute drug-induced interstitial lung disorders,15,4112814,4112814,Chronic drug-induced interstitial lung disorders,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426089977,,,,,,Acute drug-induced interstitial lung disorders
DIAGNOSIS_10_D_C8333,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",15,,36558062,HHV8 positive diffuse large B-cell lymphoma of intra-abdominal lymph nodes,,0,,EQUIVALENT,Peter,1693428836032,,,Peter,1693428836032,,,,,,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes"
DIAGNOSIS_10_D_I7389,Other specified peripheral vascular diseases,15,,44508046,Other specified other graft to peripheral nerve,,0,,EQUIVALENT,Peter,1693428837130,,,Peter,1693428837130,,,,,,Other specified peripheral vascular diseases
DIAGNOSIS_10_D_C672,Malignant neoplasm of lateral wall of bladder,14,73153,73153,Malignant neoplasm of lateral wall of urinary bladder,Condition,0,APPROVED,EQUAL,Peter,1693427082750,,,Peter,1693426271701,,,,,,Malignant neoplasm of lateral wall of bladder
DIAGNOSIS_10_D_I426,Alcoholic cardiomyopathy,14,318773,318773,Dilated cardiomyopathy secondary to alcohol,,0,APPROVED,EQUIVALENT,Peter,1693436565429,,,Peter,1693428837752,,,,1,, cardiomyopathy alcoholic
DIAGNOSIS_10_D_I5021,Acute systolic (congestive) heart failure,14,40480603,40480603,Acute systolic heart failure,,0,APPROVED,EQUIVALENT,Peter,1693436370229,,,Peter,1693428838553,,,,,,Acute systolic (congestive) heart failure
DIAGNOSIS_10_D_Z8521,Personal history of malignant neoplasm of larynx,14,0,4312026,Personal history of malignant neoplasm of larynx,,0,,EQUIVALENT,Peter,1693428418761,,,Peter,1693426273379,,,,1,true,Personal history of malignant neoplasm of larynx
DIAGNOSIS_10_D_E1122,Type 2 diabetes mellitus w diabetic chronic kidney disease,13,43531566,43531566,Chronic kidney disease stage 2 due to type 2 diabetes mellitus,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693428839966,,,,,,Type 2 diabetes mellitus w diabetic chronic kidney disease
DIAGNOSIS_10_D_K7030,Alcoholic cirrhosis of liver without ascites,12,196463,196463,Alcoholic cirrhosis,,0,APPROVED,EQUIVALENT,Peter,1693437746557,,,Peter,1693428841567,,,,,,Alcoholic cirrhosis of liver without ascites
DIAGNOSIS_10_D_C321,Malignant neoplasm of supraglottis,11,261514,261514,Primary malignant neoplasm of supraglottis,Condition,0,APPROVED,EQUAL,Peter,1693427091545,,,Peter,1693426274674,,,,,,Malignant neoplasm of supraglottis
DIAGNOSIS_10_D_C711,Malignant neoplasm of frontal lobe,11,4181480,4181480,Malignant neoplasm of frontal lobe,Condition,0,APPROVED,EQUAL,Peter,1693427094169,,,Peter,1693426276092,,,,,,Malignant neoplasm of frontal lobe
DIAGNOSIS_10_D_C801,"Malignant (primary) neoplasm, unspecified",11,3196254,3196254,"Neoplasm, malignant (primary) without current definition",,0,APPROVED,EQUIVALENT,Peter,1693439096934,,,Peter,1693428842550,,,,,,"Malignant (primary) neoplasm, unspecified"
DIAGNOSIS_10_D_I501,"Left ventricular failure, unspecified",11,442982,4336907,Left ventricular abnormality,,0,APPROVED,EQUIVALENT,Peter,1693439277895,,,Peter,1693428843419,,,,1,,"""left ventricular """
DIAGNOSIS_10_D_C049,"Malignant neoplasm of floor of mouth, unspecified",10,4177101,140955,Malignant tumor of floor of mouth,,0,APPROVED,EQUAL,Peter,1693427326661,,,Peter,1693426277851,,,,1,,"Malignant neoplasm of floor of mouth, unspecified"
DIAGNOSIS_10_D_C180,Malignant neoplasm of cecum,10,432837,432837,Primary malignant neoplasm of cecum,Condition,0,APPROVED,EQUAL,Peter,1693427333102,,,Peter,1693426279006,,,,,,Malignant neoplasm of cecum
DIAGNOSIS_10_D_I214,Non-ST elevation (NSTEMI) myocardial infarction,10,4270024,4270024,Acute non-ST segment elevation myocardial infarction,,0,APPROVED,EQUIVALENT,Peter,1693439290001,,,Peter,1693428844250,,,,,,Non-ST elevation (NSTEMI) myocardial infarction
DIAGNOSIS_10_D_Z801,"Family history of malig neoplasm of trachea, bronc and lung",10,4182336,4182336,Family history of neoplasm of lung,Observation,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426092061,,,,,,"Family history of malig neoplasm of trachea, bronc and lung"
DIAGNOSIS_10_D_N1832,"Chronic kidney disease, stage 3b",10,45763855,45763855,Chronic kidney disease stage 3B,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693428844911,,,,,,"Chronic kidney disease, stage 3b"
DIAGNOSIS_10_D_C155,Malignant neoplasm of lower third of esophagus,9,193138,193138,Primary malignant neoplasm of lower third of esophagus,Condition,0,APPROVED,EQUAL,Peter,1693427336760,,,Peter,1693426280514,,,,,,Malignant neoplasm of lower third of esophagus
DIAGNOSIS_10_D_I120,Hyp chr kidney disease w stage 5 chr kidney disease or ESRD,9,443611,443611,Chronic kidney disease stage 5,,0,APPROVED,EQUIVALENT,Peter,1693439296891,,,Peter,1693428845834,,,,,,Hyp chr kidney disease w stage 5 chr kidney disease or ESRD
DIAGNOSIS_10_D_I739,"Peripheral vascular disease, unspecified",9,321052,321052,Peripheral vascular disease,,0,APPROVED,EQUIVALENT,Peter,1693438357575,,,Peter,1693428846811,,,,,,"Peripheral vascular disease, unspecified"
DIAGNOSIS_10_D_N184,"Chronic kidney disease, stage 4 (severe)",9,443612,36210709,Chronic kidney disease stage 4,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693428847682,,,,1,,"Chronic kidney disease, stage 4 (severe)"
DIAGNOSIS_10_D_I5032,Chronic diastolic (congestive) heart failure,9,40479576,40479576,Chronic diastolic heart failure,,0,APPROVED,EQUIVALENT,Peter,1693436373917,,,Peter,1693428848673,,,,,,Chronic diastolic (congestive) heart failure
DIAGNOSIS_10_D_C642,"Malignant neoplasm of left kidney, except renal pelvis",8,0,601140,"Malignant neoplasm of left kidney, except renal pelvis",,0,,EQUIVALENT,Peter,1693427918979,,,Peter,1693427895552,,,,1,true,"Malignant neoplasm of left kidney, except renal pelvis"
DIAGNOSIS_10_D_K760,"Fatty (change of) liver, not elsewhere classified",8,194984,2007678,Disease of liver,,0,APPROVED,WIDER,Peter,1693439334408,,,Peter,1693428849924,,,,1,,fatty liver
DIAGNOSIS_10_D_Z859,"Personal history of malignant neoplasm, unspecified",8,0,4054438,"Personal history of malignant neoplasm, unspecified",,0,,EQUIVALENT,Peter,1693428438019,,,Peter,1693426283677,,,,1,true,"Personal history of malignant neoplasm, unspecified"
DIAGNOSIS_10_D_J9621,Acute and chronic respiratory failure with hypoxia,8,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_N1831,"Chronic kidney disease, stage 3a",8,45763854,45763854,Chronic kidney disease stage 3A,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693429738035,,,,,,"Chronic kidney disease, stage 3a"
DIAGNOSIS_10_D_C132,Malignant neoplasm of posterior wall of hypopharynx,7,4116339,4116339,Malignant tumor of posterior wall of hypopharynx,Condition,0,APPROVED,EQUAL,Peter,1693427945751,,,Peter,1693426285288,,,,,,Malignant neoplasm of posterior wall of hypopharynx
DIAGNOSIS_9_D_20280,"OVERIGE LYMFOMEN, NIET GESPECIFICEERDE LOKALISATIE, EXTRANODALE EN VASTE ORGAAN LOKALISATIE",7,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_20288,"OVERIGE LYMFOMEN, LYMFKLIEREN VAN MULTIPELE LOKALISATIES",7,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,7,35610239,35610239,Malignant neoplasm of bronchus or lung,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426093691,,,,,,Malignant neoplasm of unsp part of unsp bronchus or lung
DIAGNOSIS_10_D_I2722,Pulmonary hypertension due to left heart disease,7,43020910,43020910,Pulmonary hypertension due to left heart disease,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693429403793,,,,,,Pulmonary hypertension due to left heart disease
DIAGNOSIS_10_D_K7200,Acute and subacute hepatic failure without coma,7,,46269949,Hepatic coma due to subacute liver failure,,0,,EQUIVALENT,Peter,1693436318715,,,Peter,1693436318715,,,,,,Acute and subacute hepatic failure without coma
DIAGNOSIS_10_D_I70213,"Athscl native arteries of extrm w intrmt claud, bi legs",7,,760869,Bilateral atherosclerosis of arteries of lower limbs,,0,,EQUIVALENT,Peter,1693435637675,,,Peter,1693435637675,,,,,,"Athscl native arteries of extrm w intrmt claud, bi legs"
DIAGNOSIS_CLDT0000005342,perifeer vaatlijden,7,321052,321052,Peripheral vascular disease,,0,APPROVED,EQUAL,Peter,1693439567152,,,Peter,1693439567152,,,,1,,"""peripheral"" vascular "
DIAGNOSIS_CLDT0000050414,maligne neoplasma van bronchus,7,442139,442139,Primary malignant neoplasm of bronchus,,0,APPROVED,EQUAL,Peter,1693439639016,,,Peter,1693439639016,,,,1,,"malignant neoplasm of ""bronchus"""
DIAGNOSIS_CLDT0000050414,Malignant tumor of bronchus (disorder),7,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000050414,maligne tumor van bronchus,7,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000051837,niet-kleincellig bronchuscarcinoom,7,44500713,44500713,Non-small cell carcinoma of main bronchus,,0,APPROVED,EQUIVALENT,Peter,1693435964701,,,Peter,1693435964701,,,,1,,cell bronchus carcinoma
DIAGNOSIS_CLDT0000051837,Non-small cell carcinoma of bronchus (disorder),7,,44500713,Non-small cell carcinoma of main bronchus,,0,,EQUIVALENT,Peter,1693435641038,,,Peter,1693435641038,,,,,,Non-small cell carcinoma of bronchus (disorder)
DIAGNOSIS_9_D_5712,ALCOHOLISCHE LEVERCIRROSE,6,196463,,Alcoholic cirrhosis,,0,APPROVED,EQUAL,Peter,1693439712724,,,Peter,1693439712724,,,,1,,"""liver cirrhosis"""
DIAGNOSIS_10_D_C131,"Malig neoplasm of aryepiglottic fold, hypopharyngeal aspect",6,,4089652,,,0,,,,0,,,,0,,,,1,,"Malig neoplasm of aryepiglottic fold, hypopharyngeal aspect"
DIAGNOSIS_10_D_C138,Malignant neoplasm of overlapping sites of hypopharynx,6,440044,440044,Overlapping malignant neoplasm of hypopharynx,Condition,0,APPROVED,EQUAL,Peter,1693427952471,,,Peter,1693426286875,,,,,,Malignant neoplasm of overlapping sites of hypopharynx
