sourceCode,sourceName,sourceFrequency
DIAGNOSES_10_D_J702,Acute drug-induced interstitial lung disorders,15
DIAGNOSES_10_D_C187,Malignant neoplasm of sigmoid colon,15
DIAGNOSES_10_D_I130,Hyp hrt and chr kdny dis w hrt fail and stg 1-4/unsp chr kdny,15
DIAGNOSES_10_D_I7389,Other specified peripheral vascular diseases,15
DIAGNOSES_10_D_C8333,"Diffuse large B-cell lymphoma, intra-abdominal lymph nodes",15
DIAGNOSES_10_D_I671,"Cerebral aneurysm, nonruptured",15
DIAGNOSES_10_D_I5021,Acute systolic (congestive) heart failure,14
DIAGNOSES_10_D_Z8521,Personal history of malignant neoplasm of larynx,14
DIAGNOSES_10_D_C672,Malignant neoplasm of lateral wall of bladder,14
DIAGNOSES_10_D_I426,Alcoholic cardiomyopathy,14
DIAGNOSES_10_D_E1122,Type 2 diabetes mellitus w diabetic chronic kidney disease,13
DIAGNOSES_10_D_K7030,Alcoholic cirrhosis of liver without ascites,12
DIAGNOSES_10_D_I501,"Left ventricular failure, unspecified",11
DIAGNOSES_10_D_C801,"Malignant (primary) neoplasm, unspecified",11
DIAGNOSES_10_D_C711,Malignant neoplasm of frontal lobe,11
DIAGNOSES_10_D_C321,Malignant neoplasm of supraglottis,11
DIAGNOSES_10_D_N1832,"Chronic kidney disease, stage 3b",10
DIAGNOSES_10_D_I214,Non-ST elevation (NSTEMI) myocardial infarction,10
DIAGNOSES_10_D_Z801,"Family history of malig neoplasm of trachea, bronc and lung",10
DIAGNOSES_10_D_C180,Malignant neoplasm of cecum,10
DIAGNOSES_10_D_C049,"Malignant neoplasm of floor of mouth, unspecified",10
DIAGNOSES_10_D_I120,Hyp chr kidney disease w stage 5 chr kidney disease or ESRD,9
DIAGNOSES_10_D_I739,"Peripheral vascular disease, unspecified",9
DIAGNOSES_10_D_I5032,Chronic diastolic (congestive) heart failure,9
DIAGNOSES_10_D_C155,Malignant neoplasm of lower third of esophagus,9
DIAGNOSES_10_D_N184,"Chronic kidney disease, stage 4 (severe)",9
DIAGNOSES_10_D_Z859,"Personal history of malignant neoplasm, unspecified",8
DIAGNOSES_10_D_C642,"Malignant neoplasm of left kidney, except renal pelvis",8
DIAGNOSES_10_D_K760,"Fatty (change of) liver, not elsewhere classified",8
DIAGNOSES_10_D_N1831,"Chronic kidney disease, stage 3a",8
DIAGNOSES_10_D_J9621,Acute and chronic respiratory failure with hypoxia,8
DIAGNOSES_CLDT0000051837,niet-kleincellig bronchuscarcinoom,7
DIAGNOSES_CLDT0000051837,Non-small cell carcinoma of bronchus (disorder),7
DIAGNOSES_10_D_I2722,Pulmonary hypertension due to left heart disease,7
DIAGNOSES_10_D_I70213,"Athscl native arteries of extrm w intrmt claud, bi legs",7
DIAGNOSES_10_D_C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,7
DIAGNOSES_10_D_K7200,Acute and subacute hepatic failure without coma,7
DIAGNOSES_CLDT0000050414,Malignant tumor of bronchus (disorder),7
DIAGNOSES_CLDT0000050414,maligne tumor van bronchus,7
DIAGNOSES_CLDT0000050414,maligne neoplasma van bronchus,7
DIAGNOSES_CLDT0000005342,perifeer vaatlijden,7
DIAGNOSES_CLDT0000005342,Peripheral vascular disease (disorder),7
DIAGNOSES_9_D_20280,"OVERIGE LYMFOMEN, NIET GESPECIFICEERDE LOKALISATIE, EXTRANODALE EN VASTE ORGAAN LOKALISATIE",7
DIAGNOSES_9_D_20288,"OVERIGE LYMFOMEN, LYMFKLIEREN VAN MULTIPELE LOKALISATIES",7
DIAGNOSES_10_D_C132,Malignant neoplasm of posterior wall of hypopharynx,7
DIAGNOSES_10_D_K7010,Alcoholic hepatitis without ascites,6
DIAGNOSES_CLDT0000039683,maligne neoplasma van long,6
DIAGNOSES_CLDT0000039683,maligne tumor van long,6
DIAGNOSES_CLDT0000039683,malignant neoplasm lung,6
DIAGNOSES_CLDT0000039683,Malignant tumor of lung (disorder),6
DIAGNOSES_CLDT0000050029,Acute exacerbation of chronic obstructive airways disease (disorder),6
DIAGNOSES_CLDT0000050029,acute exacerbatie van COPD,6
DIAGNOSES_9_D_5712,ALCOHOLISCHE LEVERCIRROSE,6
DIAGNOSES_10_D_I5023,Acute on chronic systolic (congestive) heart failure,6
DIAGNOSES_10_D_I509,"Heart failure, unspecified",6
DIAGNOSES_10_D_Z85028,Personal history of other malignant neoplasm of stomach,6
DIAGNOSES_10_D_Z85048,"Prsnl hx of malig neoplm of rectum, rectosig junct, and anus",6
DIAGNOSES_10_D_C138,Malignant neoplasm of overlapping sites of hypopharynx,6
DIAGNOSES_10_D_C131,"Malig neoplasm of aryepiglottic fold, hypopharyngeal aspect",6
DIAGNOSES_10_D_I70211,"Athscl native arteries of extrm w intrmt claud, right leg",5
DIAGNOSES_10_D_I272,Other secondary pulmonary hypertension,5
DIAGNOSES_10_D_Z85038,Personal history of malignant neoplasm of large intestine,5
DIAGNOSES_10_D_E1121,Type 2 diabetes mellitus with diabetic nephropathy,5
DIAGNOSES_10_D_I70212,"Athscl native arteries of extrm w intrmt claud, left leg",5
DIAGNOSES_10_D_E1159,Type 2 diabetes mellitus with oth circulatory complications,5
DIAGNOSES_10_D_I2723,Pulmonary hypertension due to lung diseases and hypoxia,5
DIAGNOSES_10_D_E1022,Type 1 diabetes mellitus w diabetic chronic kidney disease,5
DIAGNOSES_10_D_I69251,Hemiplga fol oth ntrm intcrn hemor aff right dominant side,5
DIAGNOSES_10_D_I6203,Nontraumatic chronic subdural hemorrhage,4
DIAGNOSES_10_D_J45909,"Unspecified asthma, uncomplicated",4
DIAGNOSES_10_D_I70202,"Unsp athscl native arteries of extremities, left leg",4
DIAGNOSES_10_D_I63511,Cereb infrc d/t unsp occls or stenos of right mid cereb art,4
DIAGNOSES_10_D_Z85528,Personal history of other malignant neoplasm of kidney,4
DIAGNOSES_9_D_49122,OBSTRUCTIEVE CHRONISCHE BRONCHITIS MET ACUTE BRONCHITIS,4
DIAGNOSES_10_D_J9622,Acute and chronic respiratory failure with hypercapnia,4
DIAGNOSES_10_D_Z192,Hormone resistant malignancy status,4
DIAGNOSES_10_D_J45998,Other asthma,4
DIAGNOSES_10_D_E11319,Type 2 diabetes w unsp diabetic rtnop w/o macular edema,4
DIAGNOSES_9_D_V1005,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, DIKKE DARM",4
DIAGNOSES_9_D_V1004,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, MAAG",4
DIAGNOSES_10_D_I422,Other hypertrophic cardiomyopathy,4
DIAGNOSES_10_D_I7092,Chronic total occlusion of artery of the extremities,4
DIAGNOSES_10_D_J439,"Emphysema, unspecified",4
DIAGNOSES_10_D_K7469,Other cirrhosis of liver,4
DIAGNOSES_10_D_K7581,Nonalcoholic steatohepatitis (NASH),4
DIAGNOSES_9_D_5710,ALCOHOLISCHE VETLEVER,4
DIAGNOSES_9_D_1504,MALIGNE NEOPLASMA VAN HET MIDDELSTE DERDE DEEL VAN DE OESOFAGUS,4
DIAGNOSES_10_D_E1010,Type 1 diabetes mellitus with ketoacidosis without coma,4
DIAGNOSES_10_D_C101,Malignant neoplasm of anterior surface of epiglottis,4
DIAGNOSES_10_D_I69120,Aphasia following nontraumatic intracerebral hemorrhage,4
DIAGNOSES_10_D_Z853,Personal history of malignant neoplasm of breast,3
DIAGNOSES_CLDT0000004164,TIA,3
DIAGNOSES_CLDT0000004164,transient ischemic attack,3
DIAGNOSES_CLDT0000004164,transient (cerebral) ischaemic attack [TIA],3
DIAGNOSES_CLDT0000004164,TIA in huidige graviditeit,3
DIAGNOSES_CLDT0000004164,Transient ischemic attack (disorder),3
DIAGNOSES_CLDT0000004164,transient ischaemic attack [TIA],3
DIAGNOSES_CLDT0000004164,transient ischemic attack [TIA],3
DIAGNOSES_10_D_I2609,Other pulmonary embolism with acute cor pulmonale,3
DIAGNOSES_10_D_I50811,Acute right heart failure,3
DIAGNOSES_10_D_I6782,Cerebral ischemia,3
DIAGNOSES_10_D_E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene,3
DIAGNOSES_10_D_I63232,Cereb infrc due to unsp occls or stenos of left carotid art,3
DIAGNOSES_CLDT0000005261,cerebrovasculair accident,3
DIAGNOSES_CLDT0000005261,beroerte,3
DIAGNOSES_CLDT0000005261,cerebrovasculair accident [CVA],3
DIAGNOSES_CLDT0000005261,cerebrovasculair accident (CVA),3
DIAGNOSES_CLDT0000005261,cerebrovascular accident,3
DIAGNOSES_CLDT0000005261,Cerebrovascular accident (disorder),3
DIAGNOSES_10_D_I6521,Occlusion and stenosis of right carotid artery,3
DIAGNOSES_9_D_4168,OVERIGE CHRONISCHE PULMONALE HARTAANDOENINGEN,3
DIAGNOSES_10_D_J9611,Chronic respiratory failure with hypoxia,3
DIAGNOSES_CLDT0000009775,chronische nierinsufficiëntie,3
DIAGNOSES_CLDT0000009775,Chronic renal failure syndrome (disorder),3
DIAGNOSES_CLDT0000009775,CNI,3
DIAGNOSES_CS01485674,Perifeer vaatlijden,3
DIAGNOSES_10_D_I2119,STEMI involving oth coronary artery of inferior wall,3
DIAGNOSES_CLDT0000040224,adenocarcinoma in situ van long,3
DIAGNOSES_CLDT0000040224,Adenocarcinoma in situ of lung (disorder),3
DIAGNOSES_10_D_K769,"Liver disease, unspecified",3
DIAGNOSES_CS01301648,Diabetes mellitus type 2 (DMII) insuline afh.,3
DIAGNOSES_CLDT0000040225,plaveiselcelcarcinoom van long,3
DIAGNOSES_CLDT0000040225,Squamous cell carcinoma of lung (disorder),3
DIAGNOSES_9_D_4371,OVERIGE GEGENERALISEERDE ISCHEMISCHE CEREBROVASCULAIRE AANDOENINGEN,3
DIAGNOSES_9_D_44021,ATHEROSCLEROSE VAN OORSPRONKELIJKE ARTERIES VAN LEDEMATEN MET CLAUDICATIO INTERMITTENS,3
DIAGNOSES_10_D_E11649,Type 2 diabetes mellitus with hypoglycemia without coma,3
DIAGNOSES_9_D_49121,OBSTRUCTIEVE CHRONISCHE BRONCHITIS MET (ACUTE) EXACERBATIE,3
DIAGNOSES_10_D_C220,Liver cell carcinoma,3
DIAGNOSES_9_D_412,OUD MYOCARD INFARCT,3
DIAGNOSES_9_D_4400,ATHEROSCLEROSE VAN AORTA,3
DIAGNOSES_9_D_5853,"CHRONISCHE NIERZIEKTE, STADIUM III (MATIG)",3
DIAGNOSES_9_D_V1052,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, NIER",3
DIAGNOSES_9_D_V1002,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, OVERIGE EN NIET GESPECIFICEERDE LOKALISATIES IN MONDHOLTE EN FARYNX",3
DIAGNOSES_10_D_C20,Malignant neoplasm of rectum,3
DIAGNOSES_10_D_I70261,"Athscl native arteries of extremities w gangrene, right leg",3
DIAGNOSES_10_D_J849,"Interstitial pulmonary disease, unspecified",3
DIAGNOSES_CLDT0000006314,levercirrose,3
DIAGNOSES_CLDT0000006314,Cirrhosis of liver (disorder),3
DIAGNOSES_CLDT0000006314,cirrose van lever,3
DIAGNOSES_CLDT0000006324,vettige leverdegeneratie,3
DIAGNOSES_CLDT0000006324,leversteatose,3
DIAGNOSES_CLDT0000006324,steatosis hepatis,3
DIAGNOSES_CLDT0000006324,Steatosis of liver (disorder),3
DIAGNOSES_10_D_K767,Hepatorenal syndrome,3
DIAGNOSES_10_D_E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,3
DIAGNOSES_9_D_V1003,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, OESOFAGUS",3
DIAGNOSES_CLDT0000050644,Femoral artery thrombosis (disorder),3
DIAGNOSES_CLDT0000050644,trombose van arteria femoralis,3
DIAGNOSES_10_D_I70235,Athscl native arteries of right leg w ulcer oth prt foot,3
DIAGNOSES_10_D_K7290,"Hepatic failure, unspecified without coma",3
DIAGNOSES_10_D_I43,Cardiomyopathy in diseases classified elsewhere,3
DIAGNOSES_10_D_I69351,Hemiplga following cerebral infrc aff right dominant side,3
DIAGNOSES_10_D_J80,Acute respiratory distress syndrome,2
DIAGNOSES_CLDT0000001376,maligne neoplasma van prostaat,2
DIAGNOSES_CLDT0000001376,malignant neoplasm prostate,2
DIAGNOSES_CLDT0000001376,Malignant tumor of prostate (disorder),2
DIAGNOSES_CLDT0000001376,prostaatcarcinoom,2
DIAGNOSES_CLDT0000001376,maligne tumor van prostaat,2
DIAGNOSES_10_D_K7460,Unspecified cirrhosis of liver,2
DIAGNOSES_10_D_Z191,Hormone sensitive malignancy status,2
DIAGNOSES_10_D_G459,"Transient cerebral ischemic attack, unspecified",2
DIAGNOSES_10_D_I50814,Right heart failure due to left heart failure,2
DIAGNOSES_10_D_I6501,Occlusion and stenosis of right vertebral artery,2
DIAGNOSES_10_D_J9612,Chronic respiratory failure with hypercapnia,2
DIAGNOSES_10_D_N185,"Chronic kidney disease, stage 5",2
DIAGNOSES_9_D_43820,"LATE GEVOLGEN VAN CEREBROVASCULAIRE ZIEKTE, HEMIPLEGIE VAN NIET-GESPECIFICEERDE ZIJDE",2
DIAGNOSES_10_D_I5033,Acute on chronic diastolic (congestive) heart failure,2
DIAGNOSES_CLDT0000062407,ischemische cardiomyopathie,2
DIAGNOSES_CLDT0000062407,ischemische cardiomyopathie (aandoening),2
DIAGNOSES_10_D_C182,Malignant neoplasm of ascending colon,2
DIAGNOSES_10_D_E0910,Drug/chem diabetes mellitus w ketoacidosis w/o coma,2
DIAGNOSES_10_D_I6789,Other cerebrovascular disease,2
DIAGNOSES_CLDT0000005785,allergisch astma,2
DIAGNOSES_10_D_I608,Other nontraumatic subarachnoid hemorrhage,2
DIAGNOSES_10_D_I6201,Nontraumatic acute subdural hemorrhage,2
DIAGNOSES_CLDT0000005239,hartdecompensatie,2
DIAGNOSES_CLDT0000005239,systolische en diastolische dysfunctie,2
DIAGNOSES_CLDT0000005239,"hartdecompensatie, niet gespecificeerd",2
DIAGNOSES_CLDT0000005239,congestief hartfalen,2
DIAGNOSES_CLDT0000005239,hartfalen,2
DIAGNOSES_CLDT0000005239,decompensatio cordis,2
DIAGNOSES_CLDT0000005239,cardiale insufficiëntie,2
DIAGNOSES_CLDT0000005239,linker- rechterhartfalen,2
DIAGNOSES_CLDT0000005239,Decompensated cardiac failure (disorder),2
DIAGNOSES_CLDT0000005239,cordecompensatie,2
DIAGNOSES_CLDT0000005239,corfalen,2
DIAGNOSES_10_D_I63312,Cerebral infrc due to thombos of left middle cerebral artery,2
DIAGNOSES_9_D_V103,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, MAMMA",2
DIAGNOSES_10_D_Z856,Personal history of leukemia,2
DIAGNOSES_9_D_5718,OVERIGE GESPECIFICEERDE CHRONISCHE NIET-ALCOHOLISCHE LEVERAANDOENINGEN,2
DIAGNOSES_10_D_I63311,Cereb infrc due to thombos of right middle cerebral artery,2
DIAGNOSES_10_D_G458,Oth transient cerebral ischemic attacks and related synd,2
DIAGNOSES_9_D_1481,MALIGNE NEOPLASMA VAN DE SINUS PYRIFORMIS,2
DIAGNOSES_CS01301898,CARA / COPD,2
DIAGNOSES_10_D_Z8509,Personal history of malignant neoplasm of digestive organs,2
DIAGNOSES_10_D_C679,"Malignant neoplasm of bladder, unspecified",2
DIAGNOSES_10_D_E099,Drug or chemical induced diabetes mellitus w/o complications,2
DIAGNOSES_9_D_43310,"AFSLUITING EN STENOSE VAN ARTERIA CAROTIS, ZONDER VERMELDING VAN INFARCT VAN HERSENEN",2
DIAGNOSES_9_D_43330,"MULTIPELE EN BILATERALE AFSLUITING EN STENOSE VAN PRECEREBRALE ARTERIEN, ZONDER VERMELDING VAN INFARCT VAN HERSENEN",2
DIAGNOSES_10_D_I70222,"Athscl native arteries of extremities w rest pain, left leg",2
DIAGNOSES_10_D_I638,Other cerebral infarction,2
DIAGNOSES_10_D_I97821,Postprocedural cerebvasc infarction following other surgery,2
DIAGNOSES_CLDT0000002654,gecompliceerde diabetes mellitus type 2,2
DIAGNOSES_CLDT0000002654,Diabetes mellitus type 2 with complication (disorder),2
DIAGNOSES_9_D_4255,ALCOHOLISCHE CARDIOMYOPATHIE,2
DIAGNOSES_10_D_K55039,"Acute ischemia of large intestine, extent unspecified",2
DIAGNOSES_10_D_E0865,Diabetes due to underlying condition w hyperglycemia,2
DIAGNOSES_10_D_I70201,"Unsp athscl native arteries of extremities, right leg",2
DIAGNOSES_CLDT0000001438,maligne neoplasma van hersenen,2
DIAGNOSES_CLDT0000001438,brain tumor malignant,2
DIAGNOSES_CLDT0000001438,cerebraal maligne neoplasma,2
DIAGNOSES_CLDT0000001438,maligne tumor van hersenen,2
DIAGNOSES_CLDT0000001438,Malignant neoplasm of brain (disorder),2
DIAGNOSES_10_D_K7110,"Toxic liver disease with hepatic necrosis, without coma",2
DIAGNOSES_10_D_I70239,Athscl native arteries of right leg w ulcer of unsp site,2
DIAGNOSES_10_D_I70292,"Oth athscl native arteries of extremities, left leg",2
DIAGNOSES_10_D_I69354,Hemiplga following cerebral infrc affecting left nondom side,2
DIAGNOSES_10_D_Z940,Kidney transplant status,2
DIAGNOSES_10_D_I63512,Cereb infrc d/t unsp occls or stenos of left mid cereb art,2
DIAGNOSES_10_D_J84116,Cryptogenic organizing pneumonia,2
DIAGNOSES_9_D_3572,POLYNEUROPATHIE BIJ DIABETES,2
DIAGNOSES_10_D_E118,Type 2 diabetes mellitus with unspecified complications,2
DIAGNOSES_CLDT0000006275,alcoholische hepatitis,1
DIAGNOSES_CLDT0000006275,Alcoholic hepatitis (disorder),1
DIAGNOSES_10_D_K7689,Other specified diseases of liver,1
DIAGNOSES_CLDT0000014371,acuut transmuraal myocardinfarct van overige delen van myocard met ST elevatie,1
DIAGNOSES_CLDT0000039313,urotheelcelcarcinoom van nierbekken,1
DIAGNOSES_CLDT0000039313,Transitional cell carcinoma of renal pelvis (disorder),1
DIAGNOSES_CLDT0000039313,urotheelcelcarcinoom van pyelum,1
DIAGNOSES_10_D_C969,"Malig neoplm of lymphoid, hematpoetc and rel tissue, unsp",1
DIAGNOSES_10_D_I6522,Occlusion and stenosis of left carotid artery,1
DIAGNOSES_10_D_C946,"Myelodysplastic disease, not classified",1
DIAGNOSES_10_D_C19,Malignant neoplasm of rectosigmoid junction,1
DIAGNOSES_CLDT0000035977,insuline-afhankelijke diabetes mellitus type 2,1
DIAGNOSES_CLDT0000035977,Insulin treated type 2 diabetes mellitus (disorder),1
DIAGNOSES_CLDT0000039680,seminoma testis,1
DIAGNOSES_CLDT0000039680,Seminoma of testis (disorder),1
DIAGNOSES_CLDT0000039680,seminoom van testis,1
DIAGNOSES_10_D_K55021,Focal (segmental) acute infarction of small intestine,1
DIAGNOSES_10_D_I1310,"Hyp hrt and chr kdny dis w/o hrt fail, w stg 1-4/unsp chr kdny",1
DIAGNOSES_10_D_I69312,Vis def/sptl nglct following cerebral infarction,1
DIAGNOSES_10_D_K700,Alcoholic fatty liver,1
DIAGNOSES_CLDT0000015713,COPD in anamnese,1
DIAGNOSES_10_D_H348112,"Central retinal vein occlusion, right eye, stable",1
DIAGNOSES_CS01485779,Chronische nierschade met nefrotisch syndroom,1
DIAGNOSES_10_D_C44311,Basal cell carcinoma of skin of nose,1
DIAGNOSES_10_D_I2781,Cor pulmonale (chronic),1
DIAGNOSES_10_D_C44292,Oth malig neoplasm skin/ right ear and external auric canal,1
DIAGNOSES_CLDT0000001237,plaveiselcelcarcinoom van huid van oor,1
DIAGNOSES_CLDT0000001237,Squamous cell carcinoma of skin of ear (disorder),1
DIAGNOSES_CLDT0000001237,spinocellulair carcinoom van huid van oor,1
DIAGNOSES_CLDT0000001237,carcinoma spinocellulare cutis oor en meatus,1
DIAGNOSES_9_D_5834,"NEFRITIS EN NEFROPATHIE, NIET GESPEC. ALS ACUUT OF CHRONISCH, MET HISTOLOGISCH BEELD VAN SNEL PROGRESSIEVE GLOMERULONEFRITIS",1
DIAGNOSES_9_D_43813,"LATE GEVOLGEN VAN CEREBROVASCULAIRE ZIEKTE, DYSARTRIE",1
DIAGNOSES_10_D_I6329,Cerebral infrc due to unsp occls or stenosis of precerb art,1
DIAGNOSES_10_P_031A0ZF,,1
DIAGNOSES_CLDT0000013870,"maligne neoplasma met overlappende lokalisatie van bronchus en long, niet kleincellig type",1
DIAGNOSES_10_D_I611,"Nontraumatic intcrbl hemorrhage in hemisphere, cortical",1
DIAGNOSES_10_D_I2109,STEMI involving oth coronary artery of anterior wall,1
DIAGNOSES_CLDT0000037268,oud myocard infarct,1
DIAGNOSES_CLDT0000037268,Old myocardial infarction (disorder),1
DIAGNOSES_CLDT0000038028,maligne extra-axiale craniele neoplasie infratentorieel,1
DIAGNOSES_CLDT0000038028,maligne extra-axiale craniele tumor infratentorieel,1
DIAGNOSES_CLDT0000038028,Malignant infratentorial extra-axial neoplasm (disorder),1
DIAGNOSES_CLDT0000051975,Brittle asthma (disorder),1
DIAGNOSES_CLDT0000051975,moeilijk behandelbaar astma,1
DIAGNOSES_10_D_J40,"Bronchitis, not specified as acute or chronic",1
DIAGNOSES_10_D_I2101,STEMI involving left main coronary artery,1
DIAGNOSES_CLDT0000001080,maligne neoplasma van colon,1
DIAGNOSES_CLDT0000001080,malignant neoplasm colon,1
DIAGNOSES_CLDT0000001080,Malignant tumor of colon (disorder),1
DIAGNOSES_CLDT0000001080,maligne tumor van colon,1
DIAGNOSES_CLDT0000001080,coloncarcinoom,1
DIAGNOSES_10_D_I6349,Cerebral infarction due to embolism of other cerebral artery,1
DIAGNOSES_10_D_Z85819,"Prsnl hx of malig neoplm of unsp site lip,oral cav,and pharynx",1
DIAGNOSES_CLDT0000001257,basaalcelcarcinoom,1
DIAGNOSES_CLDT0000001257,basaalcelcarcinoom [BCC],1
DIAGNOSES_CLDT0000001257,Basal cell carcinoma of skin (disorder),1
DIAGNOSES_CLDT0000001257,basocellulair carcinoom,1
DIAGNOSES_CLDT0000001257,carcinoma basocellulare cutis,1
DIAGNOSES_CLDT0000000953,maligne neoplasma van wangslijmvlies,1
DIAGNOSES_CLDT0000000953,maligne tumor van wangslijmvlies,1
